"","EEF1A1","COL1A1","ACTB","FN1","COL1A2","COL3A1","ACTG1","FTH1","TPT1","SPARC","UBC","B2M","EEF2","GAPDH","RPL3","AHNAK","XBP1","HSP90AB1","HSP90AA1","RPS4X","RPLP0","PSAP","PABPC1","RPL13A","EEF1G","RPS18","RPL41","RPS6","FTL","CD74","RPL10","HSPA8","RPS3A","RPL7","MGP","RPL4","GNAS","MYH9","TMSL3","RPS2","YWHAZ","TMBIM6","HLA-B","ALDOA","ADAM6","APP","PTMA","RPL8","RPL7A","CD24","GLUL","EIF4G2","COL6A3","PPIA","RPL15","VIM","POSTN","RPS24","RPLP1","GNB2L1","HNRNPA1","RPL9","CANX","TUBB","HLA-C","KRT8","RPS11","HSP90B1","PKM2","P4HB","C4A","RPS3","H3F3A","RPL6","RPL19","ANXA2","ITGB1","RPS8","CTSB","CALR","TUBA1B","HLA-A","RPL5","CTSD","RPL23A","FLNA","HSPA5","HNRNPA2B1","TIMP3","NPM1","RPS27","HNRNPK","TPM4","CSDE1","CLTC","JUP","PDIA3","RPL32","TMSB10","RPL30","DSP","NACA","ENO1","CFL1","RPSA","HDLBP","RPL12","MYL6","RPL11","RPL27A","KRT18","RPS12","AZGP1","RPL13","RPS20","HNRNPU","LDHA","DHCR24","IGFBP5","H3F3B","NCL","RPS23","UBB","ATP1A1","CALM2","SLC39A6","A2M","KRT19","RPL26","RPL29","TAGLN2","EIF4B","DDX5","RPS27A","PTPRF","APLP2","LOC647979","THBS1","HNRNPC","DCN","RPL23","SRRM2","LUM","IGFBP4","PCBP2","FLNB","RPS15A","RPL10A","RHOA","RPS14","SCD","ARF1","COL6A2","RPS7","RPS17","RPL39","ADAR","RPL21","CD59","BGN","EIF4A1","NUCKS1","RPL17","TPM3","HLA-DRA","RPL31","FASN","MAGED2","TXNIP","ATP5B","YWHAE","RPL37","RPL22","RPL14","AEBP1","RPL37A","HMGB1","CTNNB1","DSTN","GANAB","CD164","ITM2B","DDX17","COL6A1","CDH1","DYNC1H1","RPL24","CTNNA1","RPS10","CLU","RPL18A","RPS19","SERPINA3","BTF3","EIF1","RPS25","CD63","RPS9","SET","GATA3"
"TCGA-AC-A2FB-01A-11R-A17B-07",1385228,179602,319606,183977,149057,184521,265623,294699,266773,123057,211154,377926,207227,189379,211371,253753,187580,121768,134662,132221,175031,193697,104049,183096,148138,148671,176372,146047,94773,317379,127505,122509,154176,107683,326426,132027,70027,97540,155150,96088,68537,129153,156193,169682,157987,145246,75813,84936,109928,200579,127282,110077,68525,80262,107958,83255,59489,98315,96960,95195,88209,96545,91702,68642,108106,73186,102729,58157,84650,66229,211382,96400,56797,85279,379219,51358,59787,83337,65835,47476,56900,147279,82770,70559,88759,50641,51266,55009,60258,59861,85290,67823,37242,80495,68887,45190,44340,70086,66169,57534,90269,61934,57511,55594,74704,56130,68184,49267,80675,67057,50851,79153,38754,54632,54913,51658,42761,100904,18398,51286,51613,81053,50199,69060,49157,198661,110306,44636,59156,60385,59413,75676,56294,75046,60603,41213,48597,44414,49850,47861,254153,54952,35248,221204,61523,72064,51950,58933,66633,66062,7020,35072,25919,51250,62529,52916,65985,72054,77148,32859,38051,46810,65773,51418,122731,61002,187587,31286,135553,45585,36127,53846,58734,40753,33636,55921,41531,53869,32797,39913,46161,59880,38998,22407,12319,40908,43618,42226,51609,140009,49342,46654,43436,41132,33335,45197,35688,52553,40518,40714
"TCGA-AC-A2FF-11A-13R-A17B-07",2123540,347531,359618,89301,281185,515953,263426,229043,333736,147368,144490,205080,306551,158806,356394,260166,154022,136739,135931,237132,237415,211764,132346,250933,229227,218796,201942,196302,237255,177022,175207,160389,228879,192177,247503,213594,99400,136226,136876,143323,63954,107574,94970,56424,537407,178348,97948,116680,163390,76655,51576,103358,108980,83315,143185,160127,101659,146968,107420,155484,148638,144056,95625,105950,82693,48109,131996,105386,74651,75422,124845,146811,55050,129523,106143,103996,88804,118512,90745,68706,78436,73837,144242,94260,103123,107337,72441,68392,69853,87975,76767,69371,71665,80611,55232,46479,55416,106446,75565,73954,75119,89106,111344,56390,98336,66381,88308,71914,110763,88331,36685,107603,140393,99278,77197,50587,40102,47959,65801,55143,73353,115010,65751,74624,59340,47289,174090,27601,113928,92732,40478,93063,56645,111477,53866,81287,60507,33939,55392,179579,87508,59447,61490,100419,57530,49684,77563,108098,55310,93413,32882,30248,59877,89228,86388,76178,39478,93973,111774,17977,73160,47071,93835,27103,86822,88961,106801,35840,106103,53236,60455,80024,74860,69759,19491,81153,51164,82094,37659,51257,47522,64809,58666,51751,56002,55449,62961,45442,64818,91712,73381,68358,198681,50442,39389,71063,51108,74835,44389,17555
"TCGA-AC-A2FF-01A-11R-A17B-07",1912731,797834,279051,199253,754269,1128787,220226,194563,342234,535506,153065,239353,187333,127041,245036,325934,202552,104748,83596,181212,249813,178807,113978,219456,171777,210540,209759,182683,171368,194552,185857,124798,236710,166640,238883,188656,87285,89821,138393,136756,65478,114731,84448,83508,736707,112098,78517,96847,155329,88640,67274,97243,203787,81797,150524,175993,125121,122397,103662,127870,106358,139948,92127,92884,72519,43816,127143,71404,69976,54247,264832,106705,54994,115355,74957,77781,85232,122153,71517,43709,60330,64739,124081,50527,108471,68344,61092,52763,70990,86952,87828,57341,50039,85318,59562,30556,45681,96457,62144,71303,38151,71431,50092,47440,93238,49817,76193,56706,99507,81169,34226,100069,127742,66730,77226,44317,40258,64165,44976,47723,49177,111536,62874,57943,52245,20908,160517,22195,108227,93289,33519,90702,42354,85108,46502,51201,61781,38635,46841,233587,62304,54006,160364,127458,57916,49769,74493,91534,70447,89834,42005,27316,80060,70164,82578,69015,41032,89362,62470,82289,43893,49106,73826,31551,103596,74683,128478,80131,151611,43830,39362,72453,73137,61997,53468,64098,56050,47517,44427,42570,44429,72792,45107,72097,5094,43453,58401,41276,62941,39255,63042,56086,121336,51024,35515,67696,42949,56149,41590,39447
"TCGA-AC-A2FG-01A-11R-A17B-07",1669234,185266,330761,56360,193931,253308,276547,282407,300162,167543,199059,121250,241183,85819,270639,266794,312862,99202,96684,216399,118439,154549,103158,154126,141856,169523,214429,171273,102299,83444,162028,70056,194776,142127,445342,147534,81375,107589,98700,103234,74567,140597,63780,148543,290928,115944,89601,99990,113936,26643,234270,71169,67559,64052,121096,93405,42812,101612,100154,97743,100538,130265,87437,49488,83634,49292,110202,81414,100294,66523,454319,100650,106112,98718,80557,63976,62657,88844,46113,59208,46451,42306,103900,37297,82138,63962,66249,72854,58768,66999,108328,81843,72571,73263,52415,72157,65906,91774,44144,70029,61437,78243,50191,47569,65109,73796,87970,63436,90599,52566,51559,75885,326427,68190,63631,63928,50151,106647,28943,77184,58844,78203,68798,99172,55445,170763,78523,64679,91605,70688,76806,75689,71035,80029,85541,65310,69776,46365,59528,104562,67467,73312,43660,70169,59469,108153,69688,84219,52579,68867,49542,55795,37898,62062,65325,55455,46230,77267,78699,33418,47863,69317,73461,37288,46109,78665,127476,88078,86010,41486,59627,62242,66561,54402,35085,64738,53869,65953,59819,45858,60667,66807,78925,24388,17812,35604,59506,41874,52709,78578,46983,46157,63183,60195,55433,47615,53722,63460,38005,31555
"TCGA-AC-A2FK-01A-12R-A180-07",1565239,46439,293789,26525,67981,76897,282191,178938,269593,59951,144361,145321,313703,102839,308035,562198,125533,144074,129871,188977,148384,150374,127696,184526,175652,143817,141297,174458,85936,133610,151501,91764,144056,136191,421531,165134,103848,196790,69469,109531,57751,115626,106439,47273,351869,307054,96492,113134,123073,94775,56390,100580,36698,52081,129518,108468,23556,83967,83373,120977,103020,103265,90847,48169,86448,48675,89971,73395,60081,62202,96165,106218,46813,96003,83393,71845,74525,93578,62425,49786,36725,77956,108064,65175,73217,107461,49341,56905,49921,62211,58512,64894,57111,94252,48460,61140,39795,74103,42736,53779,88835,73631,76978,39395,67022,58281,79306,44818,79348,64648,41018,74533,155029,86992,51772,49747,42854,40434,90471,70261,61910,72066,47032,124182,48637,38322,166878,37068,72235,69702,47625,94434,68950,72777,77899,84343,63443,29517,48204,107019,59581,80444,22869,64981,67692,59061,48603,87770,42896,71545,25989,29289,46942,56980,57728,44119,40209,63518,132095,9988,55266,45643,65271,22825,57745,60731,196520,26183,93894,38944,48762,51527,62922,56072,9425,56540,44667,77705,42430,48108,54241,61245,82375,30503,66225,71171,42684,49457,50572,241186,52795,53727,50969,45163,41960,52579,40340,69873,35917,17504
"TCGA-AC-A2FO-01A-11R-A180-07",1365743,565580,394176,194324,518309,562725,382415,235442,289858,260674,179609,288264,277462,155745,262945,307027,357752,127418,112517,182360,111747,187398,90489,192574,150861,137991,158244,156585,128198,231843,154665,127177,166855,119050,518090,140213,209510,175051,147060,119013,88578,152365,206780,150573,900702,142928,95355,105657,113534,175488,239109,90445,157694,74725,99866,140885,130501,87108,66502,106122,115708,112579,78939,63024,151666,69883,111576,54144,74147,75878,141665,100925,95380,71467,92576,64549,92157,95738,80197,70512,62173,154741,90553,70905,75832,72746,74740,78792,89261,69271,77130,76743,125859,73255,68894,144182,41004,69858,72002,58280,81182,73560,45748,60574,67348,83005,67577,79004,90247,72308,66534,72723,127250,72649,56955,68146,53334,144111,64598,64497,66502,75342,85197,113517,62659,395811,122053,163992,74557,60718,63107,77630,65957,73363,74214,67535,67467,113648,64844,144976,64236,71447,115954,100062,78260,81736,64171,64877,60554,65035,36726,65540,99788,54457,57537,47990,52025,71272,67005,78429,59512,45476,69565,49113,106510,67325,41007,157498,153276,64464,59368,52520,60206,43241,83686,53643,53570,47657,69720,58718,75172,80938,71859,76361,38735,50823,47889,52616,49729,325699,56989,57421,123543,57002,63133,40625,59213,65482,40486,47719
"TCGA-AC-A2QH-01A-11R-A18M-07",537453,553044,369680,1616808,137948,1045722,293390,100079,112182,198118,31426,104848,136694,254092,122487,34279,6698,176748,43070,93584,119019,89017,98993,152481,160031,157777,104020,99698,154755,39935,75230,85327,95401,109455,107516,146388,106068,43651,139837,119928,53811,42641,143657,61885,664,136806,72266,147618,63085,10858,19986,44349,301136,43883,63358,135749,504952,69470,87107,86278,81396,77218,81405,102044,76535,1652,98707,125586,101002,176029,940,43826,34857,75187,48370,38967,39664,62446,63847,83256,79718,152046,60476,39080,34282,84364,69320,54467,13628,70070,31709,36337,43141,39914,30818,2048,73869,60046,49987,55518,3568,58060,155936,33545,65604,41107,42520,55062,56040,44756,4802,49965,42,80066,60451,31120,34060,7670,96158,51495,46729,41572,89757,32094,16370,5130,104273,36,69323,63932,15354,34417,38788,38361,6273,20167,20943,66453,27599,119413,29475,38477,46300,10252,51425,8550,30761,39539,30853,41561,19323,33369,168056,62429,75420,40526,18289,35963,9820,37065,78102,32532,51468,18178,16009,56984,31104,9211,7336,37889,45141,59321,35463,41653,103478,44665,33682,24846,9210,67224,15720,13378,21614,261362,58,22433,45926,16824,65537,12304,52614,56620,165,25915,18863,24347,54402,41930,22621,449
"TCGA-AN-A041-01A-11R-A034-07",1063845,2129856,502843,1750246,1698895,1368972,451828,202860,430541,889569,257284,185835,248253,182043,208869,515955,462513,173251,162087,141243,189706,206448,159428,169597,190952,170807,158365,125390,129399,130330,141206,139599,125351,82754,65592,108087,91324,257832,103043,125993,213996,218218,81765,110927,100276,106793,197716,72775,102948,52632,278387,146638,330189,127321,76345,138044,428323,112477,102459,87666,102791,83058,122762,138756,94702,317101,79299,116972,120883,215013,15796,83828,110430,75003,144679,59796,183514,75964,160890,101477,87884,102222,68270,62624,94720,142305,91601,131895,213741,65994,81494,99251,126776,67002,152114,126863,104014,54923,117731,71288,9210,67490,74423,147829,70029,108286,60122,83298,68320,65028,112355,45551,19565,61084,79892,89469,36066,64884,90715,156723,94410,60297,66719,42498,67781,335941,76685,133594,45549,58928,78387,83138,100502,66225,79763,129015,108843,68671,61671,98695,81708,91075,151582,117787,78185,126664,47039,72780,122613,61936,75935,100901,162689,41300,42951,42960,95346,90166,37620,242916,62777,58600,48196,71722,59946,55849,128094,65025,97134,67384,51950,40847,45843,63606,225199,55032,117056,68034,52460,86081,32465,79626,81196,131345,230711,84694,53009,80909,71560,17583,82351,52659,103622,55924,51431,31980,82265,60623,56428,83766
"TCGA-AN-A046-01A-21R-A034-07",2540982,1244522,801403,740870,879292,707193,467111,653684,539192,348313,320753,494843,660955,306509,583763,186262,309355,196914,147718,403010,416799,222162,276413,535988,280634,485356,389791,289509,234769,383295,354322,127039,199044,182398,499267,307324,273524,212781,112470,260425,99045,212289,272123,215047,20301,40864,218664,269787,313609,186319,191114,120403,218474,143467,180925,102320,203369,294418,265110,303810,188060,192748,137936,114245,218340,157513,218506,193038,145692,231427,348356,218544,108620,187161,171863,156121,57628,179847,139810,153034,87023,278046,143180,97416,128734,105784,171876,106728,70571,146438,116409,104295,106107,64293,66449,100511,203965,213118,148323,140553,95843,141807,110375,107582,157086,107580,337403,114154,150375,179272,117407,170784,725826,119013,108898,95914,123092,79005,2584993,46549,126604,163454,65579,55010,69203,134721,54199,81621,88482,287431,86425,109422,50973,151309,106568,63824,57886,69178,78912,52615,91408,66831,102067,52687,88298,94828,80115,125666,71638,170257,59405,94986,91369,109107,126777,165011,63501,82426,85923,104905,79779,27045,168447,54312,126578,122087,138562,50662,29794,59154,55424,118259,102431,143431,96485,133311,58462,73841,73128,69885,62910,49166,80629,134944,46246,50452,134835,59758,114549,69822,137092,147458,178329,97482,56823,102568,95436,123754,72170,59840
"TCGA-AN-A049-01A-21R-A00Z-07",985780,1157994,555157,828067,768826,611558,380457,771698,191933,309529,167992,189288,251947,263805,122012,231989,223782,208503,162244,106930,134567,227514,204577,122439,145336,113564,121458,70516,204433,201674,123373,159811,137979,138711,685462,121215,72063,155923,91163,180199,182107,119419,177028,246448,62551,58104,63723,157593,89302,18997,242977,109655,188349,134892,55682,85033,220969,69928,104977,129747,89096,49657,150431,92407,159957,144823,77220,143890,126793,145632,312260,101716,69201,59648,201147,91107,74857,65519,95870,126593,93142,79383,66549,307983,83185,84672,112195,92832,86835,91860,50109,89698,86850,76477,109638,103525,60648,76384,50879,83761,72148,68786,74817,151169,42724,59227,63498,95630,42021,60781,123070,63832,41646,46616,60029,64422,83703,198899,67724,87431,45950,45746,96100,49070,72493,428173,53894,72089,57144,34485,70273,57562,76458,46859,46041,38981,50557,89896,70547,46937,102253,89851,71822,90658,65469,56539,66039,49762,48309,71455,55982,73885,115890,41278,41419,39901,78682,45726,54161,92135,53709,49328,47224,51793,56932,46282,20620,107980,47820,63541,40406,36520,28349,29488,105414,48878,43506,36143,44293,60964,38549,50988,33168,109375,33453,58287,86045,74461,48202,24744,58197,48641,231867,53532,67973,28628,62800,54962,28795,65434
"TCGA-AN-A04A-01A-21R-A034-07",1959269,2334896,1018893,2335663,1765910,1505622,707427,254757,398234,785209,287678,253973,458268,320190,541728,141932,475308,170800,427952,289507,352178,219704,372262,359961,264418,321304,327194,226136,228245,98599,410211,218670,295628,145293,34751,227957,174549,354771,236574,441364,217731,136847,127579,227176,115921,153776,256121,480810,328000,134690,97535,137373,400678,140992,188138,177430,391829,217347,163374,239237,204737,157986,135890,140191,117534,118447,163783,112686,190644,117102,267301,181519,119384,137214,133482,109970,171744,155902,214720,85092,109733,128330,123107,82254,111141,275027,98511,111858,129230,149735,110199,100989,145058,68335,197768,101733,102888,144842,106285,219001,92607,120887,120118,124467,172151,104572,201503,100225,104811,121640,94093,126265,44139,216380,60559,109499,119014,35137,124188,80042,149301,137261,113647,72442,88693,385801,96148,72087,122355,185668,101471,111822,82571,84720,77129,71736,86767,176974,106496,102448,78987,77864,175149,98358,97376,77656,141651,135455,122310,155321,49836,96592,278123,113818,187960,235411,74345,68809,103566,249404,94941,75328,74631,76445,34083,177659,48946,118928,68170,68650,77536,103696,71358,126654,245382,109812,63686,60909,77094,59258,35869,48828,40091,220824,141349,102085,112665,72498,123232,45914,104490,114978,199399,98919,69806,60215,90684,110963,103758,80850
"TCGA-AN-A04C-01A-21R-A034-07",1354062,241287,972486,192694,156706,135148,1019238,491894,379047,133360,231017,124091,253890,381087,482694,151042,169784,234624,212151,413531,323868,139101,345167,698044,549866,452285,343501,406877,282007,144566,338143,114265,1989971,572655,79521,479322,315784,163344,303917,486732,265035,77462,53045,188350,351804,150618,449087,458894,293380,929357,108419,98664,52805,229394,130598,57429,47381,393649,317127,143275,237157,94997,57619,294541,30874,214222,323177,58222,95219,219728,10373,304910,192419,161375,171251,130353,54658,256375,57510,143731,173701,65881,184903,70832,100138,45071,73741,203837,79360,101215,176164,110701,90656,71866,76269,1030905,106085,163534,410831,240754,107172,167913,122468,250816,211879,112065,185628,138127,181159,173938,106691,110451,577067,177592,308946,126564,43151,80957,33964,168862,179545,130045,90874,66641,142457,19834,55106,411303,107343,153027,155484,87533,91601,162388,55716,64605,62581,26410,124295,16539,107648,65776,26030,25468,84400,20584,119601,130163,51500,99950,35544,132705,28451,217452,168750,132078,39964,94830,43111,61383,82925,36754,163809,48635,39331,172526,78869,42573,27307,68373,85816,406171,138447,80956,33954,238110,122488,30976,44059,75915,306756,35738,64489,24983,103143,49908,98375,37842,139575,6516,168916,339149,2944,39879,435563,110195,76870,167082,72912,14101
"TCGA-AN-A04D-01A-21R-A034-07",1293132,84735,800060,122370,51949,46610,651545,172946,138627,70444,457071,57754,186835,305299,283148,13534,39553,265437,207534,130943,312441,176158,572611,206996,182964,167681,146048,250620,117465,48183,165107,109436,150951,159915,233658,223485,463233,204496,69756,199177,436641,162906,41098,83080,32620,42101,461812,319128,70785,237667,91348,179622,19100,244819,60693,45443,15649,148944,187397,109133,376512,72619,136644,382898,39513,74247,189959,227721,101173,277479,5289,123553,296726,115764,151205,23154,109133,217052,55358,263128,508946,52682,118594,81643,97973,38796,98565,238391,30720,146746,123876,145270,166977,101379,85701,112310,108020,50636,237143,165982,99820,128120,79346,177018,63819,49835,61698,83292,52441,148146,30898,71780,504618,96620,92559,159043,49028,92594,22270,266266,153090,60705,123675,496686,99918,19724,37749,22989,37999,43457,142401,49281,106407,79505,285017,121079,71447,12014,154277,5697,80103,98826,9035,21431,78302,22328,57145,62009,39904,87190,6715,209390,33426,87604,61105,78838,73374,80557,67840,41111,45819,160756,59788,91231,16124,48660,48464,23608,58984,53386,84342,82085,46340,49508,17718,91394,218335,38184,49803,127566,53345,14829,71814,23018,41475,42227,127094,121966,57434,9315,81230,111518,13921,28051,78652,91057,99449,93147,63943,148
"TCGA-AN-A0AJ-01A-11R-A00Z-07",1753218,666690,1017458,456333,532837,490054,629580,683882,219131,215603,292667,419555,435290,635885,331211,271295,305866,516638,289507,220258,187387,227923,337474,249155,337708,365711,253351,190879,329361,350912,235646,236281,520568,482191,29016,181922,288660,179034,161075,279969,374395,204221,224583,338012,310430,54007,267915,525637,215253,3530700,77460,208626,158058,144486,167337,111163,139848,1658940,139674,239159,257017,194234,171254,238967,174645,232007,134723,135844,188747,120872,108437,158938,144984,155325,148290,127459,76510,118313,210468,87352,230800,204217,97316,210906,136948,123891,84386,253170,49949,201944,246670,146256,76723,72649,81753,85399,85207,121006,181907,213559,146694,154169,192627,184863,142694,97665,128252,164492,93634,132935,196710,310690,33323,118739,155811,130172,356602,47973,484332,178675,137106,155566,159806,31030,149487,37417,48671,61339,87287,126253,230942,118164,93540,94058,51792,62436,105120,69051,107601,65361,102051,80770,104380,105054,135214,101139,102955,137142,87399,126707,144342,92843,93456,109020,93524,114244,135627,69494,32980,64177,115827,130701,113211,161497,165949,95667,67988,58464,46725,140539,49218,105471,88962,99282,77864,79471,97516,51463,78104,115605,71953,49133,70308,74807,89290,62866,86165,90725,120385,9719,72558,103647,43134,97827,102730,53280,56923,81591,95339,72987
"TCGA-AN-A0AK-01A-21R-A00Z-07",1171864,195930,359481,204608,139599,111585,460933,214383,229454,94054,202473,103384,303080,295621,284466,161444,202872,261369,228520,120764,250781,149072,220182,243295,233783,227931,194094,139064,184893,110440,88788,139125,153729,186461,132465,150884,157133,112562,49300,260642,175722,222333,68728,174283,239252,52192,110132,170952,171772,105646,129978,115981,52473,141270,128758,37547,40021,102788,91100,129219,119798,115646,122340,127272,53477,133936,139527,272820,118650,194640,1948,166066,78546,109600,128693,19488,45479,105183,97315,399868,130387,46773,70808,103441,110571,28941,244295,96032,41477,88264,85334,85840,66750,70416,103280,141970,229083,100262,92489,104415,52320,87219,84823,113148,72596,194206,67358,72600,81117,125201,116650,72709,3864,70032,57367,71566,88768,68148,18635,59211,112864,75398,83696,33554,60110,40763,30517,75231,98244,63938,66921,66731,40083,74871,105861,58472,49335,64384,74385,12566,67149,56942,19027,119573,63312,46707,61244,71286,57616,63819,227540,105160,38855,64903,60332,38004,60053,63198,11925,49557,115242,62565,64874,80983,47141,70128,94158,58541,40932,92052,113047,68486,48823,40799,30062,82193,68930,24018,39841,97485,36889,33637,39586,32234,102263,38326,66142,52369,67249,21013,66950,110598,2199,47961,52257,36240,73867,74549,70209,78273
